subdir,model,task,sample_id,total_time_s,working_time_s
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,37-3,214.95,214.92
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,9-3,213.344,213.32
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,35-3,205.16,205.127
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,43-3,172.413,172.387
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,33-2,172.347,172.319
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,2-3,165.124,165.103
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,37-1,163.704,163.67
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,43-2,161.638,161.616
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,29-4,160.904,160.889
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,61-3,158.752,158.717
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,63-3,157.278,157.25
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,21-3,156.772,156.751
gptoss_benign,ollama/gpt-oss:120b,inspect_evals/agentharm_benign,10-3,153.596,153.563
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,23-4,151.186,151.166
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,62-3,151.11,151.104
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,43-4,150.783,150.76
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,29-3,150.606,150.587
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,44-1,150.429,150.403
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,52-4,148.545,148.54
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,1-2,147.612,147.589
gptoss_benign,ollama/gpt-oss:120b,inspect_evals/agentharm_benign,10-4,147.392,147.37
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,39-4,147.255,147.232
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,17-1,147.019,147.014
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,17-2,146.961,146.956
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,1-1,146.743,146.455
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,28-3,146.477,146.462
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,19-4,143.581,143.566
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,25-1,142.662,142.659
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,25-2,142.545,142.542
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,39-1,142.501,142.498
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,25-4,142.45,142.447
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,26-2,142.444,142.441
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,22-3,142.413,142.41
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,25-4,142.338,142.335
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,28-2,142.228,142.225
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,53-4,142.182,142.179
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,9-2,142.136,142.133
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,43-4,142.123,142.121
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,28-3,142.093,142.09
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,61-1,141.994,141.991
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,49-2,141.985,141.982
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,50-4,141.949,141.945
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,42-4,141.859,141.856
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,17-4,141.735,141.732
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,35-2,141.488,141.46
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,14-3,139.66,139.648
gptoss_benign,ollama/gpt-oss:120b,inspect_evals/agentharm_benign,58-4,139.299,139.288
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,61-2,139.299,139.265
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,22-4,139.107,139.091
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,44-1,138.987,138.964
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,43-1,138.664,138.64
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,35-2,138.322,138.301
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,28-1,138.18,138.164
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,64-2,137.721,137.7
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,22-2,137.447,137.436
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,22-1,136.925,136.915
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,44-2,136.446,136.423
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,21-4,134.338,134.323
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,42-1,134.314,134.298
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,35-4,133.832,133.803
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,40-1,133.424,133.406
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,43-1,133.114,133.091
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,50-1,132.608,132.594
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,27-1,132.578,132.562
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,30-3,131.642,131.622
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,50-2,131.582,131.567
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,33-4,131.53,131.515
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,39-3,130.28,130.257
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,66-3,129.426,129.411
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,19-1,129.062,129.046
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,23-3,128.931,128.908
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,46-3,128.787,128.766
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,23-3,127.997,127.979
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,33-3,127.433,127.405
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,10-4,126.243,126.233
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,53-2,125.422,125.412
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,21-2,125.122,125.107
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,28-1,124.97,124.959
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,1-4,124.709,124.69
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,35-3,124.409,124.387
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,61-1,124.043,124.01
gptoss_benign,ollama/gpt-oss:120b,inspect_evals/agentharm_benign,2-1,124.027,123.99
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,35-4,123.057,123.035
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,24-1,123.018,122.997
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,37-2,121.177,121.15
gptoss_benign,ollama/gpt-oss:120b,inspect_evals/agentharm_benign,58-3,121.104,121.076
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,66-4,120.442,120.427
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,25-3,120.333,120.321
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,66-4,119.798,119.778
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,40-3,119.063,119.045
coder_harmful,ollama/qwen3-coder:30b,inspect_evals/agentharm,62-4,118.931,118.892
coder_benign,ollama/qwen3-coder:30b,inspect_evals/agentharm_benign,61-3,118.391,118.347
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,37-4,118.371,118.343
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,21-3,117.766,117.743
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,30-3,117.743,117.724
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,40-2,117.692,117.674
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,42-3,117.422,117.413
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,62-1,115.628,115.612
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,39-2,115.188,115.172
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,22-3,115.019,115.004
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,36-1,114.878,114.865
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,19-1,114.853,114.837
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,43-3,114.041,114.018
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,52-2,113.84,113.825
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,46-2,112.631,112.61
gptoss_benign,ollama/gpt-oss:120b,inspect_evals/agentharm_benign,10-2,112.59,112.564
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,36-3,112.33,112.319
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,50-4,111.013,110.999
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,46-1,110.242,110.217
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,19-2,110.22,110.203
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,58-3,110.129,110.116
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,53-1,109.841,109.829
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,21-2,109.68,109.664
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,53-3,109.659,109.648
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,28-4,109.511,109.496
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,9-3,108.288,108.27
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,61-3,108.071,108.059
gptoss_benign,ollama/gpt-oss:120b,inspect_evals/agentharm_benign,22-3,108.066,108.033
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,7-4,107.779,107.759
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,17-1,107.675,107.663
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,39-1,107.183,107.166
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,20-3,106.947,106.934
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,49-1,106.824,106.816
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,39-4,106.696,106.683
gptoss_benign,ollama/gpt-oss:120b,inspect_evals/agentharm_benign,2-3,106.328,106.301
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,19-3,106.274,106.258
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,64-3,105.958,105.933
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,26-1,105.845,105.833
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,61-4,105.415,105.396
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,45-2,104.432,104.418
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,7-3,104.392,104.373
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,50-1,104.116,104.101
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,63-2,103.885,103.87
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,50-3,103.88,103.869
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,30-4,103.127,103.115
coder_benign,ollama/qwen3-coder:30b,inspect_evals/agentharm_benign,61-2,102.955,102.91
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,45-1,102.821,102.808
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,42-3,102.089,102.075
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,46-4,102.064,102.05
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,19-3,102.043,102.029
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,14-4,101.919,101.907
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,11-4,101.607,101.581
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,33-1,101.562,101.542
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,30-2,101.549,101.536
gptoss_benign,ollama/gpt-oss:120b,inspect_evals/agentharm_benign,45-4,101.528,101.495
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,63-4,101.175,101.163
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,39-3,100.792,100.776
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,24-2,100.688,100.669
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,22-2,100.4,100.392
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,9-1,100.346,100.328
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,33-3,100.328,100.309
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,9-2,100.275,100.263
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,20-3,100.21,100.193
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,45-3,99.691,99.675
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,9-4,99.462,99.453
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,28-4,99.353,99.342
coder_benign,ollama/qwen3-coder:30b,inspect_evals/agentharm_benign,36-3,98.961,98.948
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,11-1,98.94,98.92
gptoss_benign,ollama/gpt-oss:120b,inspect_evals/agentharm_benign,2-2,98.48,98.449
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,42-4,98.395,98.385
coder_harmful,ollama/qwen3-coder:30b,inspect_evals/agentharm,42-4,97.906,97.873
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,53-3,97.522,97.512
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,52-4,97.232,97.218
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,10-1,97.091,97.081
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,58-1,96.655,96.642
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,64-3,96.543,96.514
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,13-1,96.223,96.208
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,36-2,95.745,95.73
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,45-4,95.547,95.533
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,35-1,95.51,95.493
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,53-1,95.349,95.339
gptoss_benign,ollama/gpt-oss:120b,inspect_evals/agentharm_benign,53-2,94.374,94.347
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,36-4,93.772,93.76
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,46-1,93.571,93.553
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,45-2,93.359,93.345
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,24-4,93.027,93.016
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,64-1,92.905,92.768
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,2-4,92.764,92.751
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,44-2,92.432,92.422
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,20-1,91.922,91.905
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,20-1,91.847,91.827
gptoss_benign,ollama/gpt-oss:120b,inspect_evals/agentharm_benign,10-1,91.593,91.573
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,21-4,91.196,91.183
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,2-2,90.579,90.565
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,17-2,90.529,90.518
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,7-4,90.084,90.07
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,53-2,90.071,90.061
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,13-4,89.937,89.93
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,13-3,89.804,89.795
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,11-3,89.484,89.468
gptoss_harmful,ollama/gpt-oss:120b,inspect_evals/agentharm,42-1,88.936,88.921
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,46-3,88.44,88.42
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,29-1,88.37,88.353
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,27-3,88.356,88.345
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,24-3,88.223,88.207
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,40-3,87.891,87.872
gptoss_harmful,ollama/gpt-oss:120b,inspect_evals/agentharm,2-3,87.77,87.751
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,39-2,87.724,87.712
gptoss_benign,ollama/gpt-oss:120b,inspect_evals/agentharm_benign,45-1,87.319,87.28
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,52-1,86.969,86.951
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,25-3,86.789,86.776
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,58-3,86.454,86.442
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,42-1,86.15,86.136
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,29-2,85.458,85.443
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,66-1,85.435,85.421
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,52-2,85.231,85.214
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,13-1,84.907,84.898
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,40-4,84.685,84.667
coder_harmful,ollama/qwen3-coder:30b,inspect_evals/agentharm,61-1,84.613,84.584
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,21-1,84.212,84.197
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,30-2,83.015,83.003
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,45-4,83.007,82.993
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,11-4,82.56,82.547
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,44-3,82.522,82.503
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,35-1,82.492,82.48
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,2-3,82.466,82.45
gptoss_benign,ollama/gpt-oss:120b,inspect_evals/agentharm_benign,22-2,82.391,82.365
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,20-4,82.241,82.224
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,58-2,82.033,82.023
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,11-1,81.936,81.915
coder_benign,ollama/qwen3-coder:30b,inspect_evals/agentharm_benign,53-3,81.675,81.642
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,9-1,81.615,81.604
gptoss_harmful,ollama/gpt-oss:120b,inspect_evals/agentharm,26-2,81.203,81.166
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,24-1,81.04,81.026
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,7-1,81.012,80.992
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,45-1,80.397,80.382
gptoss_benign,ollama/gpt-oss:120b,inspect_evals/agentharm_benign,2-4,80.27,80.257
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,11-3,80.204,80.19
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,7-2,79.975,79.955
gptoss_benign,ollama/gpt-oss:120b,inspect_evals/agentharm_benign,22-1,79.876,79.849
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,38-4,79.726,79.715
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,49-3,79.481,79.473
coder_benign,ollama/qwen3-coder:30b,inspect_evals/agentharm_benign,21-4,79.361,79.341
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,28-2,79.352,79.34
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,49-3,79.325,79.316
gptoss_harmful,ollama/gpt-oss:120b,inspect_evals/agentharm,42-2,79.281,79.266
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,29-3,79.225,79.211
gptoss_harmful,ollama/gpt-oss:120b,inspect_evals/agentharm,42-3,79.119,79.103
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,29-1,79.075,79.057
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,64-2,79.05,79.039
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,10-3,78.856,78.846
gptoss_benign,ollama/gpt-oss:120b,inspect_evals/agentharm_benign,21-3,78.67,78.648
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,20-2,78.641,78.63
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,45-3,78.44,78.426
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,46-2,77.956,77.939
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,38-2,77.791,77.78
gptoss_benign,ollama/gpt-oss:120b,inspect_evals/agentharm_benign,26-4,77.696,66.247
gptoss_benign,ollama/gpt-oss:120b,inspect_evals/agentharm_benign,61-2,77.653,77.636
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,13-3,77.617,77.605
gptoss_benign,ollama/gpt-oss:120b,inspect_evals/agentharm_benign,19-4,77.537,77.501
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,13-2,77.44,77.428
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,20-4,77.347,77.333
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,40-1,77.231,77.216
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,33-4,77.201,77.189
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,29-2,77.158,77.147
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,1-3,77.125,77.116
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,52-3,76.94,76.926
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,14-3,76.265,76.25
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,37-1,76.197,76.188
gptoss_benign,ollama/gpt-oss:120b,inspect_evals/agentharm_benign,53-4,75.89,75.863
gptoss_benign,ollama/gpt-oss:120b,inspect_evals/agentharm_benign,53-3,75.759,75.738
gptoss_benign,ollama/gpt-oss:120b,inspect_evals/agentharm_benign,19-2,75.533,75.497
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,43-2,75.176,75.156
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,25-1,75.003,74.991
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,58-1,74.691,74.679
qwen14_harmful,ollama/qwen3:14b,inspect_evals/agentharm,66-2,74.68,74.666
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,52-3,74.513,74.495
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,26-2,74.093,74.082
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,1-2,73.888,73.878
gptoss_benign,ollama/gpt-oss:120b,inspect_evals/agentharm_benign,22-4,73.621,73.595
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,66-2,73.614,73.607
qwen14_benign,ollama/qwen3:14b,inspect_evals/agentharm_benign,27-3,73.441,73.423
gptoss_benign,ollama/gpt-oss:120b,inspect_evals/agentharm_benign,35-1,73.003,72.969
gptoss_benign,ollama/gpt-oss:120b,inspect_evals/agentharm_benign,46-4,72.865,72.828
